gene_id,product_description,chromosome,start,end,strand,functional_category
LOC120104645,heat stress transcription factor A-4b-like%2C transcript variant X1,NW_024067672.1,73827,76607,-,Stress_Osmoprotectants
LOC103720255,AP2-associated protein kinase 1-like%2C transcript variant X3,NW_024067673.1,406969,411481,-,Protein_Kinases
LOC103720252,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK3,NW_024067673.1,455175,457856,+,Protein_Kinases
LOC103698627,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK3,NW_024067673.1,494605,497278,+,Protein_Kinases
LOC103723820,serine/threonine-protein kinase SAPK2%2C transcript variant X1,NW_024067673.1,673812,680874,+,Protein_Kinases
LOC103697208,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK3,NW_024067673.1,916870,919729,+,Protein_Kinases
LOC103697209,ribose-phosphate pyrophosphokinase 1-like%2C transcript variant X1,NW_024067673.1,920931,938721,-,Protein_Kinases
LOC113462014,stress response protein NST1-like%2C transcript variant X2,NW_024067673.1,1412217,1413920,-,Stress_Osmoprotectants
LOC103696643,receptor protein kinase-like protein ZAR1,NW_024067673.1,2034372,2037292,-,Protein_Kinases
LOC103723763,probable serine/threonine-protein kinase WNK9%2C transcript variant X1,NW_024067675.1,346586,350056,+,Protein_Kinases
LOC103716471,adenylyl-sulfate kinase 3,NW_024067675.1,388209,397536,+,Protein_Kinases
LOC103724293,probable leucine-rich repeat receptor-like protein kinase At1g68400,NW_024067675.1,483981,486146,+,Protein_Kinases
LOC120104695,sodium/hydrogen exchanger 2-like%2C transcript variant X1,NW_024067676.1,12993,72383,-,Ion_Transporters
LOC120104696,sodium/hydrogen exchanger 1-like%2C transcript variant X1,NW_024067676.1,87721,92192,-,Ion_Transporters
LOC120104699,sodium/hydrogen exchanger 3-like,NW_024067676.1,107529,110475,-,Ion_Transporters
LOC103717826,probable serine/threonine-protein kinase At1g54610%2C transcript variant X1,NW_024067676.1,299624,318259,+,Protein_Kinases
LOC103715106,dephospho-CoA kinase-like%2C transcript variant X5,NW_024067676.1,701785,723607,+,Protein_Kinases
LOC103715090,stress-related protein-like,NW_024067676.1,871470,872795,+,Stress_Osmoprotectants
LOC120104705,proline-rich receptor-like protein kinase PERK2%2C transcript variant X1,NW_024067676.1,1300143,1320293,+,Protein_Kinases
LOC103718094,serine/threonine-protein kinase STY13%2C transcript variant X1,NW_024067677.1,222984,231848,+,Protein_Kinases
LOC103718096,receptor kinase-like protein Xa21,NW_024067677.1,348473,356673,+,Protein_Kinases
LOC103724347,serine/threonine-protein kinase EDR1%2C transcript variant X2,NW_024067677.1,547402,577260,-,Protein_Kinases
LOC103716946,cation/H(+) antiporter 15-like,NW_024067677.1,700402,703642,-,Ion_Transporters
LOC103717805,L-type lectin-domain containing receptor kinase S.7,NW_024067677.1,1137749,1140363,+,Protein_Kinases
LOC103706191,cysteine-rich receptor-like protein kinase 10%2C transcript variant X5,NW_024067677.1,1402707,1410528,-,Protein_Kinases
LOC103721833,calcium-dependent protein kinase 17-like,NW_024067678.1,484794,513293,-,Protein_Kinases
LOC103713516,calcium-dependent protein kinase 10-like%2C transcript variant X3,NW_024067678.1,879222,889187,-,Protein_Kinases
LOC103713541,L-type lectin-domain containing receptor kinase IX.1-like,NW_024067678.1,1053202,1055398,-,Protein_Kinases
LOC103713539,protein CHLOROPLAST ENHANCING STRESS TOLERANCE%2C chloroplastic,NW_024067678.1,1424850,1439559,-,Stress_Osmoprotectants
LOC103719083,protein RICE SALT SENSITIVE 3-like,NW_024067678.1,1499074,1502252,-,Other_Signaling_Metabolism
LOC103718553,PTI1-like tyrosine-protein kinase At3g15890,NW_024067679.1,507938,509587,-,Protein_Kinases
LOC103696673,G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290,NW_024067680.1,419092,424234,-,Protein_Kinases
LOC103696672,G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290,NW_024067680.1,473268,477335,+,Protein_Kinases
LOC103717328,G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290,NW_024067680.1,516126,519672,+,Protein_Kinases
LOC108511656,G-type lectin S-receptor-like serine/threonine-protein kinase B120,NW_024067680.1,568025,572827,-,Protein_Kinases
LOC103717321,G-type lectin S-receptor-like serine/threonine-protein kinase At1g11330%2C transcript variant X2,NW_024067680.1,615479,620038,-,Protein_Kinases
LOC103717318,universal stress protein PHOS32-like%2C transcript variant X2,NW_024067680.1,635710,665502,-,Stress_Osmoprotectants
LOC103717315,diacylglycerol kinase 5-like%2C transcript variant X1,NW_024067680.1,856961,866214,-,Protein_Kinases
LOC103713387,thymidylate kinase%2C transcript variant X4,NW_024067681.1,130007,147335,-,Protein_Kinases
LOC103704928,serine/threonine-protein kinase/endoribonuclease IRE1a%2C transcript variant X1,NW_024067681.1,1006331,1027798,-,Protein_Kinases
LOC103704957,calcium-dependent protein kinase 26-like%2C transcript variant X1,NW_024067681.1,1397418,1408026,-,Protein_Kinases
LOC103696364,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NW_024067682.1,1284923,1287833,+,Protein_Kinases
LOC103718701,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NW_024067682.1,1414823,1417490,+,Protein_Kinases
LOC103696884,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NW_024067682.1,1479606,1482917,+,Protein_Kinases
LOC103724143,SNF1-related protein kinase regulatory subunit gamma-1-like%2C transcript variant X1,NW_024067684.1,35372,40658,+,Protein_Kinases
LOC103715402,serine/threonine-protein kinase D6PK-like%2C transcript variant X2,NW_024067684.1,411629,417475,-,Protein_Kinases
LOC103717986,zinc finger A20 and AN1 domain-containing stress-associated protein 5,NW_024067684.1,739012,740232,+,Transcription_Factors
LOC103720079,inositol polyphosphate multikinase beta-like%2C transcript variant X2,NW_024067686.1,580451,584175,+,Protein_Kinases
LOC103699972,rust resistance kinase Lr10-like,NW_024067686.1,770523,773137,-,Protein_Kinases
LOC113462143,rust resistance kinase Lr10-like,NW_024067686.1,773596,780139,+,Protein_Kinases
LOC103697415,rust resistance kinase Lr10-like,NW_024067686.1,849329,852151,-,Protein_Kinases
LOC103697545,rust resistance kinase Lr10-like,NW_024067686.1,852164,890665,+,Protein_Kinases
LOC103697410,rust resistance kinase Lr10-like,NW_024067686.1,975575,977999,-,Protein_Kinases
LOC103697414,rust resistance kinase Lr10-like,NW_024067686.1,979904,992719,+,Protein_Kinases
LOC120103970,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2,NW_024067686.1,1122776,1123398,+,Protein_Kinases
LOC103713504,mitogen-activated protein kinase kinase kinase 7-like,NW_024067689.1,240880,245450,-,Protein_Kinases
LOC103713511,cation/H(+) antiporter 18-like,NW_024067689.1,655348,659488,+,Ion_Transporters
LOC103716002,calcium-dependent protein kinase 1-like,NW_024067689.1,959729,969561,+,Protein_Kinases
LOC103716031,G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080,NW_024067689.1,993354,1000324,-,Protein_Kinases
LOC103715997,probable membrane-associated kinase regulator 6%2C transcript variant X2,NW_024067689.1,1014186,1016512,+,Protein_Kinases
LOC103722245,probable membrane-associated kinase regulator 2,NW_024067689.1,1315860,1317522,+,Protein_Kinases
LOC103714442,nodulation receptor kinase-like,NW_024067692.1,60760,78489,+,Protein_Kinases
LOC103722265,calcium-dependent protein kinase 20-like,NW_024067692.1,598563,604660,-,Protein_Kinases
LOC103722260,guanylate kinase 1-like%2C transcript variant X2,NW_024067692.1,799590,805241,-,Protein_Kinases
LOC103703682,G-type lectin S-receptor-like serine/threonine-protein kinase SD3-1,NW_024067692.1,1019479,1022977,+,Protein_Kinases
LOC103703698,zinc finger AN1 and C2H2 domain-containing stress-associated protein 16-like%2C transcript variant X2,NW_024067692.1,1181105,1187166,+,Transcription_Factors
LOC103696298,leucine-rich repeat receptor-like tyrosine-protein kinase PXC3,NW_024067692.1,1214362,1218192,+,Protein_Kinases
LOC103705449,lysM domain receptor-like kinase 3,NW_024067693.1,30777,32844,+,Protein_Kinases
LOC103697051,diacylglycerol kinase 1-like,NW_024067694.1,288800,294883,+,Protein_Kinases
LOC103717964,serine/threonine-protein kinase SAPK2%2C transcript variant X1,NW_024067695.1,204107,210109,-,Protein_Kinases
LOC103711011,serine/threonine-protein kinase PEPKR2%2C transcript variant X1,NW_024067695.1,572750,584101,+,Protein_Kinases
LOC103697696,heat stress transcription factor A-1-like,NW_024067697.1,761686,785295,+,Stress_Osmoprotectants
LOC120104909,putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g19230,NW_024067697.1,1204042,1218786,+,Protein_Kinases
LOC103722382,sodium/hydrogen exchanger 6-like%2C transcript variant X6,NW_024067698.1,269514,282171,+,Ion_Transporters
LOC120104943,pyruvate kinase%2C cytosolic isozyme-like,NW_024067699.1,448438,456429,-,Protein_Kinases
LOC103695457,hexokinase-3-like%2C transcript variant X1,NW_024067700.1,829614,841991,-,Protein_Kinases
LOC120103985,CBL-interacting protein kinase 9-like,NW_024067707.1,2547,12025,-,Protein_Kinases
LOC103705309,adenylyl-sulfate kinase 3-like%2C transcript variant X2,NW_024067713.1,884083,892053,-,Protein_Kinases
LOC103698725,lysosomal beta glucosidase-like,NW_024067715.1,404659,406030,+,Other_Signaling_Metabolism
LOC103696066,mitogen-activated protein kinase kinase kinase 9-like%2C transcript variant X4,NW_024067715.1,763556,837134,-,Protein_Kinases
LOC103721267,LRR receptor-like serine/threonine-protein kinase EFR,NW_024067716.1,617170,620918,+,Protein_Kinases
LOC103721192,LRR receptor kinase BAK1-like,NW_024067717.1,134224,149383,+,Protein_Kinases
LOC103721193,protein ACTIVITY OF BC1 COMPLEX KINASE 8%2C chloroplastic%2C transcript variant X2,NW_024067717.1,151694,168568,-,Protein_Kinases
LOC103721205,probable inactive receptor kinase At5g10020,NW_024067717.1,191601,198254,+,Protein_Kinases
LOC103721057,protein SODIUM POTASSIUM ROOT DEFECTIVE 1-like,NW_024067717.1,714215,715858,+,Ion_Transporters
LOC103720324,probable inactive receptor kinase At2g26730,NW_024067717.1,887229,889078,+,Protein_Kinases
LOC120105105,probable histidine kinase 2,NW_024067718.1,21201,25263,-,Protein_Kinases
LOC120105110,histidine kinase CKI1-like,NW_024067718.1,25246,27064,-,Protein_Kinases
LOC103712309,probable histidine kinase 2,NW_024067718.1,55981,60734,-,Protein_Kinases
LOC103698608,phosphatidylinositol 4-phosphate 5-kinase 5-like%2C transcript variant X2,NW_024067719.1,528657,532024,+,Protein_Kinases
LOC103712044,LRR receptor-like serine/threonine-protein kinase FEI 1,NW_024067722.1,321389,325228,-,Protein_Kinases
LOC103712050,calcium-dependent protein kinase 10-like%2C transcript variant X1,NW_024067722.1,387309,396424,+,Protein_Kinases
LOC103719065,sodium/hydrogen exchanger 4,NW_024067723.1,187687,198782,+,Ion_Transporters
LOC103720333,serine/threonine-protein kinase Nek6-like%2C transcript variant X1,NW_024067723.1,648958,657464,-,Protein_Kinases
LOC103704777,zinc finger A20 and AN1 domain-containing stress-associated protein 8-like,NW_024067723.1,698183,700444,-,Transcription_Factors
LOC103717743,probably inactive leucine-rich repeat receptor-like protein kinase At5g06940,NW_024067723.1,731439,735473,+,Protein_Kinases
LOC103696655,zinc finger A20 and AN1 domain-containing stress-associated protein 1-like,NW_024067723.1,762381,763154,+,Transcription_Factors
LOC103696656,serine/threonine-protein kinase UCN-like,NW_024067723.1,778959,780898,+,Protein_Kinases
LOC103721779,UPF0664 stress-induced protein C29B12.11c,NW_024067725.1,680590,685635,-,Stress_Osmoprotectants
LOC103697014,probably inactive leucine-rich repeat receptor-like protein kinase At3g28040,NW_024067728.1,269944,273565,+,Protein_Kinases
LOC103697436,probable sodium/metabolite cotransporter BASS3%2C chloroplastic,NW_024067732.1,646346,654284,+,Ion_Transporters
LOC103718369,casein kinase 1-like protein HD16%2C transcript variant X2,NW_024067734.1,501479,526825,-,Protein_Kinases
LOC103700761,zinc finger A20 and AN1 domain-containing stress-associated protein 9-like%2C transcript variant X1,NW_024067734.1,720443,722157,+,Transcription_Factors
LOC120105213,zinc finger A20 and AN1 domain-containing stress-associated protein 9-like,NW_024067734.1,724711,726445,+,Transcription_Factors
LOC120105214,zinc finger A20 and AN1 domain-containing stress-associated protein 9-like%2C transcript variant X2,NW_024067734.1,765466,767574,+,Transcription_Factors
LOC120105220,zinc finger A20 and AN1 domain-containing stress-associated protein 11-like,NW_024067736.1,22282,23098,+,Transcription_Factors
LOC103711375,serine/threonine-protein kinase UCN-like,NW_024067736.1,52093,54052,+,Protein_Kinases
LOC103711381,receptor protein kinase-like protein ZAR1,NW_024067736.1,120433,123181,+,Protein_Kinases
LOC103696901,replication stress response regulator SDE2,NW_024067736.1,678074,683283,+,Stress_Osmoprotectants
LOC103720548,serine/threonine-protein kinase tricornered-like%2C transcript variant X2,NW_024067737.1,589098,602264,+,Protein_Kinases
LOC120105251,heat stress transcription factor A-3-like%2C transcript variant X1,NW_024067738.1,213749,216536,-,Stress_Osmoprotectants
LOC103698625,calcium-dependent protein kinase 27-like%2C transcript variant X2,NW_024067738.1,522648,528234,+,Protein_Kinases
LOC103718031,rust resistance kinase Lr10-like,NW_024067738.1,532383,533640,-,Protein_Kinases
LOC103696942,rust resistance kinase Lr10-like,NW_024067738.1,577490,578768,+,Protein_Kinases
LOC103696941,rust resistance kinase Lr10-like,NW_024067738.1,582101,582466,-,Protein_Kinases
LOC103717114,probable receptor-like serine/threonine-protein kinase At5g57670,NW_024067738.1,627802,631441,-,Protein_Kinases
LOC103720897,serine/threonine-protein kinase STY13,NW_024067740.1,432302,437117,+,Protein_Kinases
LOC108510782,inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP2-like%2C transcript variant X2,NW_024067742.1,250141,252359,-,Protein_Kinases
LOC103697645,MOB kinase activator-like 1A%2C transcript variant X1,NW_024067746.1,198995,217440,-,Protein_Kinases
LOC103698810,cyclin-dependent kinase F-4-like%2C transcript variant X5,NW_024067746.1,346783,357921,-,Protein_Kinases
LOC103718911,adenylate kinase isoenzyme 6 homolog,NW_024067747.1,480066,481966,-,Protein_Kinases
LOC103701060,serine/threonine-protein kinase STY46-like%2C transcript variant X1,NW_024067747.1,625261,648049,+,Protein_Kinases
LOC120105304,cyclin-dependent kinase B2-1-like,NW_024067748.1,12547,15652,-,Protein_Kinases
LOC103705178,ribose-phosphate pyrophosphokinase 4%2C transcript variant X2,NW_024067748.1,72703,81159,+,Protein_Kinases
LOC120105322,heat stress transcription factor C-1b-like,NW_024067750.1,391268,392809,+,Stress_Osmoprotectants
LOC103717330,alpha-glucan water dikinase 2%2C transcript variant X1,NW_024067752.1,10148,37263,-,Protein_Kinases
LOC103717354,probable inactive receptor kinase RLK902,NW_024067752.1,123853,127016,-,Protein_Kinases
LOC108511658,receptor-like kinase TMK4,NW_024067752.1,144912,149034,-,Protein_Kinases
LOC103715042,putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1C%2C transcript variant X2,NW_024067752.1,609438,627646,-,Protein_Kinases
LOC103723955,heat stress transcription factor A-5-like,NW_024067753.1,509244,511290,-,Stress_Osmoprotectants
LOC103722426,sodium/hydrogen exchanger 6-like%2C transcript variant X1,NW_024067754.1,235738,251392,-,Ion_Transporters
LOC103724369,probable LRR receptor-like serine/threonine-protein kinase At1g63430,NW_024067759.1,765323,785136,-,Protein_Kinases
LOC120103815,probable serine/threonine-protein kinase PBL21%2C transcript variant X2,NW_024067760.1,72790,88466,-,Protein_Kinases
LOC103717163,adenylate kinase%2C chloroplastic-like%2C transcript variant X2,NW_024067760.1,657118,663996,+,Protein_Kinases
LOC103719127,probable histidine kinase 3%2C transcript variant X2,NW_024067762.1,225348,233648,+,Protein_Kinases
LOC103704645,serine/threonine-protein kinase TIO%2C transcript variant X1,NW_024067767.1,155886,172846,-,Protein_Kinases
LOC120105443,probable serine/threonine-protein kinase PBL8%2C transcript variant X3,NW_024067768.1,525196,530183,+,Protein_Kinases
LOC103701113,probable sodium/metabolite cotransporter BASS5%2C chloroplastic,NW_024067770.1,145395,153709,-,Ion_Transporters
LOC103700365,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NW_024067773.1,404060,407765,-,Protein_Kinases
LOC103700056,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NW_024067773.1,421517,424455,-,Protein_Kinases
LOC120105477,cyclin-dependent kinase inhibitor 1-like,NW_024067773.1,565550,566826,-,Protein_Kinases
LOC103720467,histidine kinase 1-like,NW_024067775.1,128487,149465,-,Protein_Kinases
LOC103720466,leucine-rich repeat receptor-like kinase protein FLORAL ORGAN NUMBER1,NW_024067775.1,163602,167566,-,Protein_Kinases
LOC103706360,probable serine/threonine-protein kinase PBL19,NW_024067775.1,579851,589702,+,Protein_Kinases
LOC103697956,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2,NW_024067776.1,184320,187325,-,Protein_Kinases
LOC103711259,LRR receptor-like serine/threonine-protein kinase GSO1%2C transcript variant X1,NW_024067778.1,92783,97216,+,Protein_Kinases
LOC103719717,L-type lectin-domain containing receptor kinase SIT2-like,NW_024067782.1,227744,230678,-,Protein_Kinases
LOC103723343,calcium-dependent protein kinase 26-like,NW_024067783.1,566585,570345,+,Protein_Kinases
LOC103712474,wall-associated receptor kinase-like 20,NW_024067786.1,281225,282063,-,Protein_Kinases
LOC103712318,serine/threonine-protein kinase EDR1-like,NW_024067788.1,83201,113561,+,Protein_Kinases
LOC120103705,serine/threonine-protein kinase D6PK-like%2C transcript variant X1,NW_024067789.1,48834,64800,+,Protein_Kinases
LOC103701190,serine/threonine-protein kinase BLUS1-like,NW_024067792.1,25953,45803,+,Protein_Kinases
LOC120105624,probable LRR receptor-like serine/threonine-protein kinase At2g23950,NW_024067792.1,58718,63521,-,Protein_Kinases
LOC103697992,LRR receptor-like serine/threonine-protein kinase FLS2,NW_024067794.1,56657,61047,-,Protein_Kinases
LOC103719386,cold-responsive protein kinase 1-like%2C transcript variant X5,NW_024067794.1,326360,352318,-,Protein_Kinases
LOC103713827,probable receptor-like protein kinase At1g30570%2C transcript variant X7,NW_024067794.1,498197,505717,-,Protein_Kinases
LOC103713830,N-acetyl-D-glucosamine kinase-like,NW_024067794.1,535917,566836,+,Protein_Kinases
LOC103718986,probable fructokinase-1,NW_024067802.1,147138,159652,+,Protein_Kinases
LOC103716149,uridine kinase-like protein 1%2C chloroplastic,NW_024067804.1,169012,185803,+,Protein_Kinases
LOC103708143,stress response protein NST1-like%2C transcript variant X3,NW_024067804.1,333342,336441,-,Stress_Osmoprotectants
LOC103723304,receptor-like protein kinase 2,NW_024067805.1,351316,355333,+,Protein_Kinases
LOC103696353,thymidine kinase-like,NW_024067808.1,385551,391235,-,Protein_Kinases
LOC103717399,LRR receptor kinase SERK2,NW_024067810.1,367427,370911,-,Protein_Kinases
LOC120105738,leucine-rich repeat receptor-like protein kinase TDR,NW_024067810.1,500859,504281,-,Protein_Kinases
LOC103720270,heat stress transcription factor B-1-like,NW_024067811.1,72369,75178,+,Stress_Osmoprotectants
LOC103718667,cyclin-dependent kinase inhibitor 1-like,NW_024067815.1,146395,147676,+,Protein_Kinases
LOC120105752,BRI1 kinase inhibitor 1-like,NW_024067815.1,394848,396080,+,Protein_Kinases
LOC120105768,probable LRR receptor-like serine/threonine-protein kinase At1g53440,NW_024067820.1,140716,156092,+,Protein_Kinases
LOC103703636,putative GTP diphosphokinase RSH1%2C chloroplastic,NW_024067820.1,321385,340437,+,Protein_Kinases
LOC120105806,stress-response A/B barrel domain-containing protein HS1-like,NW_024067823.1,433604,434451,-,Stress_Osmoprotectants
LOC103699816,chitin elicitor receptor kinase 1-like,NW_024067824.1,290628,294476,-,Protein_Kinases
LOC103697758,calcium/calmodulin-dependent serine/threonine-protein kinase 1-like,NW_024067830.1,120313,142274,-,Protein_Kinases
LOC120105881,receptor protein kinase TMK1-like,NW_024067834.1,7,3756,-,Protein_Kinases
LOC103703874,calcium-dependent protein kinase 18-like%2C transcript variant X2,NW_024067834.1,114095,126157,-,Protein_Kinases
LOC120105899,stress-associated endoplasmic reticulum protein 2-like,NW_024067836.1,211904,215750,+,Stress_Osmoprotectants
LOC103698225,cysteine-rich receptor-like protein kinase 6%2C transcript variant X2,NW_024067836.1,398568,402075,-,Protein_Kinases
LOC103702882,receptor-like serine/threonine-protein kinase ALE2%2C transcript variant X1,NW_024067838.1,11226,20396,+,Protein_Kinases
LOC120105910,receptor-like serine/threonine-protein kinase At2g45590,NW_024067838.1,232983,236343,+,Protein_Kinases
LOC103718483,sphingoid long-chain bases kinase 2%2C mitochondrial%2C transcript variant X2,NW_024067841.1,50144,59447,+,Protein_Kinases
LOC103718485,probable serine/threonine-protein kinase At1g01540,NW_024067841.1,67548,72142,+,Protein_Kinases
LOC103718496,CBL-interacting protein kinase 9%2C transcript variant X1,NW_024067841.1,394905,404348,-,Protein_Kinases
LOC103722714,D-glycerate 3-kinase%2C chloroplastic,NW_024067844.1,435321,439544,-,Protein_Kinases
LOC103714629,mitogen-activated protein kinase kinase 4-like,NW_024067850.1,3617,5290,+,Protein_Kinases
LOC120105994,cold-responsive protein kinase 1-like%2C transcript variant X2,NW_024067856.1,427843,431624,+,Protein_Kinases
LOC103698533,serine/threonine-protein kinase BLUS1,NW_024067864.1,125295,127121,+,Protein_Kinases
LOC120106016,probable leucine-rich repeat receptor-like protein kinase At1g35710,NW_024067868.1,8033,15627,-,Protein_Kinases
LOC103717952,probable leucine-rich repeat receptor-like protein kinase At1g35710,NW_024067868.1,135397,139222,-,Protein_Kinases
LOC103721575,MDIS1-interacting receptor like kinase 2-like,NW_024067868.1,326602,329565,-,Protein_Kinases
LOC120106024,probable leucine-rich repeat receptor-like protein kinase At1g35710,NW_024067868.1,329530,330793,-,Protein_Kinases
LOC103721576,probable leucine-rich repeat receptor-like protein kinase At1g35710,NW_024067868.1,361364,365588,-,Protein_Kinases
LOC103716659,cyclin-dependent kinase F-4-like%2C transcript variant X3,NW_024067872.1,149518,168430,+,Protein_Kinases
LOC103698254,uncharacterized sugar kinase YeiI%2C transcript variant X3,NW_024067878.1,288452,297205,-,Protein_Kinases
LOC120106072,SRSF protein kinase 2-like,NW_024067879.1,430762,432006,-,Protein_Kinases
LOC120106092,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2,NW_024067884.1,386813,389221,-,Protein_Kinases
LOC103716834,calcium-dependent protein kinase 10,NW_024067885.1,126332,134702,-,Protein_Kinases
LOC103711620,calcium-dependent protein kinase 20-like,NW_024067888.1,33368,43046,-,Protein_Kinases
LOC103711153,probable histidine kinase 4,NW_024067889.1,18996,36428,-,Protein_Kinases
LOC103711154,receptor protein kinase TMK1-like,NW_024067889.1,46178,50398,+,Protein_Kinases
LOC103695544,calcium-dependent protein kinase 17-like%2C transcript variant X1,NW_024067896.1,95312,132344,+,Protein_Kinases
LOC103719355,probable LRR receptor-like serine/threonine-protein kinase At1g56140%2C transcript variant X1,NW_024067899.1,315188,336810,+,Protein_Kinases
LOC120106158,D-glycerate 3-kinase%2C chloroplastic-like,NW_024067901.1,137367,142508,-,Protein_Kinases
LOC120106160,probable LRR receptor-like serine/threonine-protein kinase At1g56140%2C transcript variant X1,NW_024067902.1,182654,221103,-,Protein_Kinases
LOC103709375,probable inactive receptor kinase At5g67200,NW_024067909.1,81229,93849,-,Protein_Kinases
LOC120106206,probable receptor-like protein kinase At1g80640%2C transcript variant X2,NW_024067910.1,134066,137527,+,Protein_Kinases
LOC103722410,protein NSP-INTERACTING KINASE 1-like%2C transcript variant X3,NW_024067912.1,88590,93380,+,Protein_Kinases
LOC103717717,probable serine/threonine-protein kinase DDB_G0291350%2C transcript variant X1,NW_024067912.1,128542,138478,+,Protein_Kinases
LOC120106239,probable serine/threonine-protein kinase PBL3,NW_024067915.1,148106,157074,+,Protein_Kinases
LOC103723825,serine/threonine-protein kinase-like protein At5g23170%2C transcript variant X1,NW_024067915.1,241802,243623,-,Protein_Kinases
LOC103707679,probable receptor-like protein kinase At2g47060,NW_024067919.1,409,2202,+,Protein_Kinases
LOC103707682,probable GTP diphosphokinase CRSH1%2C chloroplastic,NW_024067919.1,100488,112976,+,Protein_Kinases
LOC103707688,pyruvate dehydrogenase (acetyl-transferring) kinase%2C mitochondrial-like,NW_024067919.1,250603,263568,-,Protein_Kinases
LOC103707695,serine/threonine-protein kinase haspin homolog%2C transcript variant X2,NW_024067919.1,325866,339246,-,Protein_Kinases
LOC120106248,L-type lectin-domain containing receptor kinase SIT2-like,NW_024067920.1,142221,144504,-,Protein_Kinases
LOC103715728,L-type lectin-domain containing receptor kinase SIT2-like,NW_024067920.1,169390,171716,-,Protein_Kinases
LOC120106249,L-type lectin-domain containing receptor kinase SIT2-like,NW_024067920.1,189958,192251,-,Protein_Kinases
LOC120106271,putative receptor-like protein kinase At4g00960,NW_024067925.1,140452,155711,-,Protein_Kinases
LOC113461803,cysteine-rich receptor-like protein kinase 6%2C transcript variant X1,NW_024067925.1,191080,200774,-,Protein_Kinases
LOC103714842,cysteine-rich receptor-like protein kinase 6,NW_024067925.1,314525,337109,-,Protein_Kinases
LOC103696272,probable histidine kinase 5,NW_024067926.1,217339,244020,-,Protein_Kinases
LOC103716232,PTI1-like tyrosine-protein kinase 1%2C transcript variant X1,NW_024067936.1,180897,189910,+,Protein_Kinases
LOC103699132,receptor kinase-like protein Xa21,NW_024067937.1,188810,192561,-,Protein_Kinases
LOC103702739,3-phosphoinositide-dependent protein kinase 2-like%2C transcript variant X1,NW_024067938.1,284752,296076,+,Protein_Kinases
LOC103713280,calcium/calmodulin-dependent serine/threonine-protein kinase 1-like,NW_024067946.1,193206,205125,-,Protein_Kinases
LOC103710024,mitogen-activated protein kinase kinase kinase NPK1-like,NW_024067953.1,283292,301943,-,Protein_Kinases
LOC120106512,cAMP-dependent protein kinase regulatory subunit-like,NW_024067959.1,324427,339847,+,Protein_Kinases
LOC103723806,serine/threonine-protein kinase STY13,NW_024067964.1,183617,190684,-,Protein_Kinases
LOC120106531,calcium-dependent protein kinase 29-like%2C transcript variant X2,NW_024067966.1,17375,24298,+,Protein_Kinases
LOC120106543,L-type lectin-domain containing receptor kinase IV.2-like,NW_024067968.1,82014,84545,-,Protein_Kinases
LOC120106544,L-type lectin-domain containing receptor kinase IV.2-like,NW_024067968.1,118250,120473,-,Protein_Kinases
LOC120106545,L-type lectin-domain containing receptor kinase SIT2-like,NW_024067968.1,125496,127826,-,Protein_Kinases
LOC103699192,L-type lectin-domain containing receptor kinase SIT2-like,NW_024067968.1,141065,143532,-,Protein_Kinases
LOC103720920,L-type lectin-domain containing receptor kinase SIT2-like%2C transcript variant X1,NW_024067968.1,206554,208754,-,Protein_Kinases
LOC103719929,probable fructokinase-6%2C chloroplastic%2C transcript variant X1,NW_024067972.1,98384,117667,+,Protein_Kinases
LOC120106591,stress response protein NST1-like,NW_024067979.1,159269,160414,+,Stress_Osmoprotectants
LOC103699917,probable leucine-rich repeat receptor-like protein kinase At1g35710,NW_024067980.1,28238,31380,+,Protein_Kinases
LOC120106609,probable leucine-rich repeat receptor-like protein kinase At5g63930,NW_024067980.1,72099,77890,+,Protein_Kinases
LOC103707848,guanylate kinase 1-like%2C transcript variant X1,NW_024067988.1,253293,257409,+,Protein_Kinases
LOC103716154,serine/threonine-protein kinase RIO1-like,NW_024067998.1,136183,145193,-,Protein_Kinases
LOC120106711,tau-tubulin kinase 1-like,NW_024068005.1,74869,76298,+,Protein_Kinases
LOC113461818,probable leucine-rich repeat receptor-like protein kinase At1g35710,NW_024068011.1,7719,12737,-,Protein_Kinases
LOC103700099,probable leucine-rich repeat receptor-like protein kinase At1g35710,NW_024068011.1,190563,208529,-,Protein_Kinases
